"year","Player","school","conference","1B","BB","HBP","IBB","SB","CS"
2013,"Jensen, Alex","Army West Point","Patriot",43,8,20,1,10,1
2013,"Johnson, Andrew","Army West Point","Patriot",22,6,5,0,3,2
2013,"Love, Connor","Army West Point","Patriot",17,5,3,0,1,0
2013,"McCants, Mark","Army West Point","Patriot",35,17,8,0,10,1
2013,"Mescher, Patrick","Army West Point","Patriot",53,19,11,0,10,2
2013,"Page, Jacob","Army West Point","Patriot",40,9,6,0,11,3
2013,"Reece, Justin","Army West Point","Patriot",16,5,4,0,2,1
2013,"Sands, Michael","Army West Point","Patriot",19,6,6,0,4,1
2013,"Van Orden, Grant","Army West Point","Patriot",22,11,7,1,3,3
2014,"Cortes, Daniel","Army West Point","Patriot",30,14,1,0,2,3
2014,"Crucitti, Jon","Army West Point","Patriot",38,18,16,0,16,2
2014,"Earls, Harold","Army West Point","Patriot",30,16,3,0,22,3
2014,"Jensen, Alex","Army West Point","Patriot",19,12,18,1,8,0
2014,"Lindner, Kris","Army West Point","Patriot",27,16,6,0,12,2
2014,"Love, Connor","Army West Point","Patriot",14,4,4,0,1,1
2014,"McCants, Mark","Army West Point","Patriot",31,14,14,0,11,3
2014,"Mescher, Patrick","Army West Point","Patriot",24,9,7,0,5,2
2014,"Page, Jacob","Army West Point","Patriot",34,14,4,1,11,2
2014,"Smith, Ben","Army West Point","Patriot",16,9,2,0,1,1
2014,"Van Orden, Grant","Army West Point","Patriot",10,4,4,0,0,1
2015,"Dickerson, Alex","Army West Point","Patriot",18,3,0,0,1,1
2015,"Earls, Harold","Army West Point","Patriot",22,14,6,0,13,3
2015,"Griffith, Johnny","Army West Point","Patriot",17,8,3,0,1,3
2015,"Jensen, Alex","Army West Point","Patriot",20,13,15,0,7,2
2015,"Lee, Brandon","Army West Point","Patriot",16,6,7,0,4,0
2015,"Levenhagen, Ryan","Army West Point","Patriot",23,6,4,0,2,1
2015,"Lindner, Kris","Army West Point","Patriot",19,4,3,1,4,0
2015,"McCants, Mark","Army West Point","Patriot",36,13,16,1,7,3
2015,"Monge, David","Army West Point","Patriot",1,2,2,0,1,0
2015,"Page, Jacob","Army West Point","Patriot",25,13,7,0,6,1
2015,"Rosoff, Jon","Army West Point","Patriot",24,20,5,0,8,4
2015,"Smith, Ben","Army West Point","Patriot",32,17,9,0,1,3
2016,"Carter, Greg","Army West Point","Patriot",2,0,1,0,1,0
2016,"Davidson, Brock","Army West Point","Patriot",10,1,0,0,1,0
2016,"Dickerson, Alex","Army West Point","Patriot",9,2,0,0,0,1
2016,"Lee, Brandon","Army West Point","Patriot",2,0,3,0,2,2
2016,"Levenhagen, Ryan","Army West Point","Patriot",10,5,0,0,2,0
2016,"Lindner, Kris","Army West Point","Patriot",42,21,13,0,14,2
2016,"Martin, Trey","Army West Point","Patriot",27,14,3,0,5,3
2016,"McCarthy, John","Army West Point","Patriot",41,13,4,0,10,1
2016,"Monge, David","Army West Point","Patriot",19,6,7,0,11,5
2016,"Page, Jacob","Army West Point","Patriot",13,6,0,0,7,2
2016,"Reece, Justin","Army West Point","Patriot",18,4,1,0,0,1
2016,"Rosoff, Jon","Army West Point","Patriot",40,17,5,0,2,2
2016,"Schley, Stu","Army West Point","Patriot",14,12,3,0,0,1
2016,"Vega, Keegan","Army West Point","Patriot",25,7,5,0,2,0
2016,"White, Josh","Army West Point","Patriot",31,16,9,0,10,4
2017,"Crompton, Anfernee","Army West Point","Patriot",1,5,0,0,1,0
2017,"Dickerson, Alex","Army West Point","Patriot",36,10,3,0,3,1
2017,"Giovinco, Tyler","Army West Point","Patriot",2,4,2,0,0,1
2017,"Hudgins, Matt","Army West Point","Patriot",29,38,5,0,4,4
2017,"Hurtubise, Jacob","Army West Point","Patriot",32,22,7,0,18,8
2017,"Lee, Brandon","Army West Point","Patriot",6,4,2,0,5,0
2017,"Lindner, Kris","Army West Point","Patriot",33,21,15,1,12,3
2017,"Martin, Trey","Army West Point","Patriot",25,14,2,0,7,5
2017,"McCarthy, John","Army West Point","Patriot",49,10,6,0,17,4
2017,"Monge, David","Army West Point","Patriot",21,4,7,0,8,0
2017,"Rosoff, Jon","Army West Point","Patriot",58,29,9,0,9,6
2017,"Saldivar, Baggio","Army West Point","Patriot",18,9,8,0,5,1
2017,"Titus, Drake","Army West Point","Patriot",0,2,0,0,1,0
2017,"White, Josh","Army West Point","Patriot",32,19,16,0,12,3
2018,"Crompton, Anfernee","Army West Point","Patriot",29,13,6,0,5,4
2018,"Giachin, Anthony","Army West Point","Patriot",47,26,4,0,5,2
2018,"Hudgins, Matt","Army West Point","Patriot",30,38,4,0,5,3
2018,"Hurtubise, Jacob","Army West Point","Patriot",52,50,6,0,42,7
2018,"Martin, Trey","Army West Point","Patriot",25,18,4,0,4,1
2018,"McKenna, John","Army West Point","Patriot",38,16,14,1,3,1
2018,"Regine, Rob","Army West Point","Patriot",5,5,1,0,0,2
2018,"Rosoff, Jon","Army West Point","Patriot",55,27,11,7,3,6
2018,"Simoes, Tim","Army West Point","Patriot",15,7,2,0,1,1
2018,"Titus, Drake","Army West Point","Patriot",37,31,12,0,18,2
2018,"White, Josh","Army West Point","Patriot",46,22,6,0,6,11
2019,"Adams, Jeremiah","Army West Point","Patriot",36,27,2,3,4,0
2019,"Giachin, Anthony","Army West Point","Patriot",42,32,7,5,5,3
2019,"Hudgins, Matt","Army West Point","Patriot",3,3,1,0,1,0
2019,"Hurtubise, Jacob","Army West Point","Patriot",65,69,7,2,45,7
2019,"Ledoux, Blake","Army West Point","Patriot",26,23,1,0,0,1
2019,"Macias, Carter","Army West Point","Patriot",9,8,3,0,1,2
2019,"Martin, Trey","Army West Point","Patriot",36,18,5,1,7,4
2019,"McKenna, John","Army West Point","Patriot",27,37,12,1,4,0
2019,"Simoes, Tim","Army West Point","Patriot",16,12,9,0,4,5
2019,"Titus, Drake","Army West Point","Patriot",34,26,7,0,19,4
2019,"Walden, Andre","Army West Point","Patriot",38,37,5,0,25,2
2019,"White, Josh","Army West Point","Patriot",27,26,7,0,8,4
2013,"Burgreen, Jackson","Auburn","SEC",19,14,2,0,2,1
2013,"Cooper, Garrett","Auburn","SEC",47,37,10,2,1,0
2013,"Ebert, Jordan","Auburn","SEC",50,18,1,0,3,5
2013,"Gillikin, Sam","Auburn","SEC",6,4,0,0,1,3
2013,"Glevenyak, Dan","Auburn","SEC",26,24,6,0,5,4
2013,"Kelley, Hunter","Auburn","SEC",15,16,1,2,5,3
2013,"Savage, Patrick","Auburn","SEC",31,14,1,1,1,0
2013,"Self, Mitchell","Auburn","SEC",9,4,0,0,1,0
2013,"Tella, Ryan","Auburn","SEC",41,20,2,1,14,2
2013,"Tomscha, Damek","Auburn","SEC",32,26,7,1,0,2
2013,"Wacker, Cullen","Auburn","SEC",49,18,6,0,0,2
2014,"Austin, Blake","Auburn","SEC",35,15,8,0,4,4
2014,"Binning, Brett","Auburn","SEC",8,2,0,0,1,0
2014,"Burgreen, Jackson","Auburn","SEC",2,7,3,0,2,1
2014,"Ebert, Jordan","Auburn","SEC",66,12,1,0,9,6
2014,"Gillikin, Sam","Auburn","SEC",7,6,1,0,0,1
2014,"Glevenyak, Dan","Auburn","SEC",30,18,11,2,14,2
2014,"Grier, Anfernee","Auburn","SEC",29,12,4,0,7,6
2014,"Haecker, Damon","Auburn","SEC",45,35,13,0,12,7
2014,"Robert, Daniel","Auburn","SEC",27,17,0,0,1,1
2014,"Shaffer, J.J.","Auburn","SEC",6,3,4,0,4,1
2014,"Short, Connor","Auburn","SEC",19,7,3,0,9,1
2014,"Tella, Ryan","Auburn","SEC",46,16,9,0,13,6
2014,"Thompson, Keegan","Auburn","SEC",26,4,1,0,1,0
2014,"Tomscha, Damek","Auburn","SEC",42,26,15,2,4,1
2015,"Burgreen, Jackson","Auburn","SEC",15,8,0,0,5,3
2015,"Craft, Ben","Auburn","SEC",9,4,2,0,0,1
2015,"Decker, Bo","Auburn","SEC",5,3,1,0,0,1
2015,"Deese, Kyler","Auburn","SEC",32,24,5,2,3,3
2015,"Ebert, Jordan","Auburn","SEC",29,26,6,4,7,2
2015,"Gillikin, Sam","Auburn","SEC",20,13,1,1,5,0
2015,"Gray, Melvin","Auburn","SEC",40,17,2,0,18,3
2015,"Grier, Anfernee","Auburn","SEC",56,22,7,1,9,7
2015,"Haecker, Damon","Auburn","SEC",47,40,9,0,1,7
2015,"Logan, Blake","Auburn","SEC",28,15,6,0,3,3
2015,"Murphy, Austin","Auburn","SEC",10,8,2,0,3,0
2015,"Nulph, Cody","Auburn","SEC",41,13,6,2,1,2
2015,"Robert, Daniel","Auburn","SEC",43,24,1,1,1,4
2015,"Shaffer, J.J.","Auburn","SEC",15,3,5,0,5,2
2015,"Tackett, Hunter","Auburn","SEC",5,4,4,0,1,0
2016,"Burgreen, Jackson","Auburn","SEC",25,24,3,0,0,1
2016,"Deese, Kyler","Auburn","SEC",27,24,2,0,1,1
2016,"Ebert, Jordan","Auburn","SEC",62,17,5,0,5,4
2016,"Gray, Melvin","Auburn","SEC",33,21,10,0,12,6
2016,"Grier, Anfernee","Auburn","SEC",64,32,8,3,19,5
2016,"Haecker, Damon","Auburn","SEC",30,23,7,0,6,2
2016,"Logan, Blake","Auburn","SEC",34,21,6,0,0,1
2016,"Nulph, Cody","Auburn","SEC",39,11,2,0,1,0
2016,"Palacios, Josh","Auburn","SEC",37,19,2,0,12,5
2016,"Robert, Daniel","Auburn","SEC",20,14,4,0,4,0
2016,"Shaffer, J.J.","Auburn","SEC",2,4,2,0,1,2
2017,"Anthony, Josh","Auburn","SEC",46,36,6,0,7,2
2017,"Davis, Conor","Auburn","SEC",34,18,2,0,1,3
2017,"Decker, Bo","Auburn","SEC",15,7,3,0,3,1
2017,"Estes, Jay","Auburn","SEC",43,21,6,1,6,3
2017,"Haecker, Damon","Auburn","SEC",11,15,5,0,2,2
2017,"Holland, Will","Auburn","SEC",17,15,4,0,4,0
2017,"Ingram, Dylan","Auburn","SEC",29,32,9,1,0,1
2017,"Jarvis, Luke","Auburn","SEC",33,10,1,0,7,1
2017,"Johnson, Jeremy","Auburn","SEC",9,5,3,0,1,0
2017,"Logan, Blake","Auburn","SEC",27,17,3,0,0,1
2017,"McGuffin, Bowen","Auburn","SEC",20,14,2,1,2,1
2017,"Robert, Daniel","Auburn","SEC",45,41,2,1,11,1
2017,"Shaffer, J.J.","Auburn","SEC",0,0,1,0,2,1
2017,"Todd, Jonah","Auburn","SEC",73,37,4,5,9,5
2018,"Anthony, Josh","Auburn","SEC",48,33,7,0,7,6
2018,"Davis, Conor","Auburn","SEC",33,25,4,0,3,3
2018,"Estes, Jay","Auburn","SEC",59,21,9,0,13,3
2018,"Holland, Will","Auburn","SEC",48,28,13,0,9,2
2018,"Jarvis, Luke","Auburn","SEC",40,21,1,0,7,2
2018,"Johnson, Jeremy","Auburn","SEC",9,6,6,0,1,0
2018,"Julien, Edouard","Auburn","SEC",33,38,5,2,7,3
2018,"Venter, Brendan","Auburn","SEC",50,19,15,0,0,1
2018,"Ward, Judd","Auburn","SEC",18,9,3,0,0,2
2018,"Williams, Steven","Auburn","SEC",48,45,5,1,1,0
2018,"Wright, Brett","Auburn","SEC",29,37,10,0,1,3
2019,"Bliss, Ryan","Auburn","SEC",55,36,2,1,11,2
2019,"Davis, Conor","Auburn","SEC",50,21,3,0,2,0
2019,"Eaton, Jarrett","Auburn","SEC",0,0,0,0,2,0
2019,"Holland, Will","Auburn","SEC",39,35,14,1,15,3
2019,"Howell, Kason","Auburn","SEC",49,22,7,2,14,2
2019,"Julien, Edouard","Auburn","SEC",36,46,7,5,3,2
2019,"Lau, Everett","Auburn","SEC",7,4,1,0,1,0
2019,"Moore, Brody","Auburn","SEC",7,2,0,0,0,1
2019,"Scheffler, Matt","Auburn","SEC",43,17,7,0,5,1
2019,"Ward, Judd","Auburn","SEC",51,37,7,1,5,2
2019,"Williams, Steven","Auburn","SEC",39,38,3,4,3,0
2019,"Woley, Rankin","Auburn","SEC",50,19,5,0,2,0
2013,"Carlson, Brett","Austin Peay","OVC",17,9,2,0,4,1
2013,"Corey, Kevin","Austin Peay","OVC",32,22,0,0,5,4
2013,"Davis, Michael","Austin Peay","OVC",20,13,3,0,5,2
2013,"Gautier, Rolando","Austin Peay","OVC",48,35,7,0,3,4
2013,"Hager, Tommy","Austin Peay","OVC",17,4,1,0,5,1
2013,"Hankins, Jordan","Austin Peay","OVC",61,39,7,5,9,1
2013,"Harper, Reed","Austin Peay","OVC",61,29,5,3,14,6
2013,"Hudson, Cody","Austin Peay","OVC",63,17,3,1,32,8
2013,"Massoni, Craig","Austin Peay","OVC",58,36,7,1,6,4
2013,"Riner, Dylan","Austin Peay","OVC",53,36,4,0,7,5
2013,"Schlatter, Kyle","Austin Peay","OVC",11,9,5,0,1,1
2013,"Torres, P.J.","Austin Peay","OVC",31,25,5,2,1,4
2013,"Wollenzin, Matt","Austin Peay","OVC",8,2,0,0,0,1
2014,"Bredlau, Cayce","Austin Peay","OVC",42,32,3,0,14,6
2014,"Copeland, Garrett","Austin Peay","OVC",32,40,5,1,13,5
2014,"Corey, Kevin","Austin Peay","OVC",18,11,0,0,3,0
2014,"Ganick, Griffin","Austin Peay","OVC",0,2,0,0,0,1
2014,"Gautier, Rolando","Austin Peay","OVC",50,40,10,2,11,1
2014,"Gleason, Dre","Austin Peay","OVC",34,26,3,0,2,1
2014,"Gray, Logan","Austin Peay","OVC",21,17,1,0,5,6
2014,"Hager, Tommy","Austin Peay","OVC",8,6,0,0,3,3
2014,"Hamilton, Chase","Austin Peay","OVC",12,17,1,0,7,1
2014,"Purcell, Wesley","Austin Peay","OVC",0,0,0,0,0,1
2014,"Robles, Alex","Austin Peay","OVC",56,17,6,2,3,4
2014,"Smith, Ridge","Austin Peay","OVC",44,24,4,1,11,4
2014,"Torres, P.J.","Austin Peay","OVC",27,20,4,2,8,4
2014,"Wollenzin, Matt","Austin Peay","OVC",13,14,2,0,2,1
2015,"Bredlau, Cayce","Austin Peay","OVC",37,29,2,1,4,5
2015,"Copeland, Garrett","Austin Peay","OVC",46,36,7,1,18,3
2015,"Gleason, Dre","Austin Peay","OVC",34,18,6,0,1,1
2015,"Gray, Logan","Austin Peay","OVC",26,24,3,0,11,0
2015,"Hamilton, Chase","Austin Peay","OVC",12,15,1,0,5,0
2015,"Massoni, Patrick","Austin Peay","OVC",29,18,5,0,8,5
2015,"Mitchell, Caleb","Austin Peay","OVC",7,3,2,0,2,0
2015,"Purcell, Wesley","Austin Peay","OVC",9,4,0,0,1,0
2015,"Robles, Alex","Austin Peay","OVC",43,21,6,0,5,3
2015,"Smith, Ridge","Austin Peay","OVC",43,26,2,0,13,8
2015,"Smithson, Clayton","Austin Peay","OVC",17,4,6,0,2,2
2015,"Willis, Imani","Austin Peay","OVC",15,12,2,0,5,2
2015,"Wilson, Josh","Austin Peay","OVC",33,20,9,0,8,2
2016,"Blackburn, Kyle","Austin Peay","OVC",14,6,3,0,5,0
2016,"Bredlau, Cayce","Austin Peay","OVC",6,2,0,0,1,0
2016,"Conroy, TJ","Austin Peay","OVC",11,10,0,0,1,0
2016,"Copeland, Garrett","Austin Peay","OVC",57,42,3,2,12,7
2016,"Gleason, Dre","Austin Peay","OVC",40,43,5,1,2,0
2016,"Gray, Logan","Austin Peay","OVC",30,27,3,3,7,2
2016,"Hamilton, Chase","Austin Peay","OVC",34,22,1,0,3,2
2016,"Massoni, Patrick","Austin Peay","OVC",52,15,1,0,5,1
2016,"Purcell, Wesley","Austin Peay","OVC",7,3,0,0,0,1
2016,"Robles, Alex","Austin Peay","OVC",44,28,5,4,2,1
2016,"Smith, Ridge","Austin Peay","OVC",31,35,5,0,7,1
2016,"Smithson, Clayton","Austin Peay","OVC",24,18,3,1,1,3
2016,"Willis, Imani","Austin Peay","OVC",11,1,1,0,3,1
2016,"Wilson, Josh","Austin Peay","OVC",25,21,9,0,7,0
2017,"Bredlau, Cayce","Austin Peay","OVC",24,34,3,2,2,0
2017,"Giovannelli, Garrett","Austin Peay","OVC",58,28,3,0,9,4
2017,"Gleason, Dre","Austin Peay","OVC",43,38,4,3,0,2
2017,"Hamilton, Chase","Austin Peay","OVC",33,25,2,0,5,2
2017,"Hubbard, Tyler","Austin Peay","OVC",3,1,1,0,2,0
2017,"Kelly, Landon","Austin Peay","OVC",9,2,0,0,1,2
2017,"Phillips, Parker","Austin Peay","OVC",33,17,22,1,3,0
2017,"Remy, Max","Austin Peay","OVC",19,6,2,0,3,0
2017,"Robles, Alex","Austin Peay","OVC",54,20,8,3,11,3
2017,"Sala, Alex","Austin Peay","OVC",9,9,1,0,1,0
2017,"Tipler, Malcolm","Austin Peay","OVC",26,20,0,0,2,3
2017,"Willis, Imani","Austin Peay","OVC",30,13,5,0,18,6
2017,"Wilson, Kyle","Austin Peay","OVC",24,10,6,0,3,3
2018,"Flaherty, Andrew","Austin Peay","OVC",19,23,4,0,1,1
2018,"Giovannelli, Garrett","Austin Peay","OVC",51,31,2,0,20,6
2018,"Kelley, Brandon","Austin Peay","OVC",10,6,2,0,2,2
2018,"Kueber, Garrett","Austin Peay","OVC",39,34,5,0,12,4
2018,"Martinez, David","Austin Peay","OVC",9,13,0,0,0,1
2018,"Phillips, Parker","Austin Peay","OVC",30,21,15,1,4,1
2018,"Tipler, Malcolm","Austin Peay","OVC",39,20,4,0,5,1
2018,"Walker, Nick","Austin Peay","OVC",28,37,6,1,9,2
2018,"Willis, Imani","Austin Peay","OVC",24,21,5,1,9,7
2018,"Wilson, Kyle","Austin Peay","OVC",33,24,3,0,3,3
2019,"Avros, Gino","Austin Peay","OVC",36,35,8,0,5,3
2019,"Campbell, Aaron","Austin Peay","OVC",29,19,1,0,2,4
2019,"Head, Bobby","Austin Peay","OVC",20,9,3,0,2,2
2019,"Joslin, Matt","Austin Peay","OVC",27,24,2,0,1,0
2019,"Kueber, Garrett","Austin Peay","OVC",50,32,6,0,11,7
2019,"Martinez, David","Austin Peay","OVC",51,26,4,2,2,4
2019,"McDonald, John","Austin Peay","OVC",26,17,1,0,2,1
2019,"Phillips, Parker","Austin Peay","OVC",29,34,21,14,7,4
2019,"Remy, Max","Austin Peay","OVC",3,1,1,0,2,0
2019,"Rivers, Griffin","Austin Peay","OVC",4,6,1,0,2,2
2019,"Spain, Garrett","Austin Peay","OVC",54,25,7,1,6,3
2019,"Tipler, Malcolm","Austin Peay","OVC",30,29,4,0,3,4
2013,"Beemer, Blake","Ball St.","MAC",34,28,13,0,5,5
2013,"Campbell, Cody","Ball St.","MAC",40,12,8,0,1,1
2013,"Catanzarite, Dominic","Ball St.","MAC",5,5,1,0,0,1
2013,"Devarie, Elbert","Ball St.","MAC",26,24,5,0,2,1
2013,"Godfrey, Sean","Ball St.","MAC",51,15,13,1,18,9
2013,"Griesinger, Cole","Ball St.","MAC",7,6,3,0,2,1
2013,"James, Jarrett","Ball St.","MAC",6,6,4,0,3,2
2013,"Spaulding, Ryan","Ball St.","MAC",37,16,3,1,4,2
2013,"Wellman, Billy","Ball St.","MAC",44,16,7,1,3,2
2013,"Winkle, Wes","Ball St.","MAC",39,9,5,0,7,6
2014,"Call, Alex","Ball St.","MAC",57,23,8,0,2,7
2014,"Devarie, Elbert","Ball St.","MAC",10,4,3,0,1,0
2014,"Eppers, Matt","Ball St.","MAC",2,0,0,0,1,0
2014,"Estep, Brandon","Ball St.","MAC",25,11,1,1,3,1
2014,"Godfrey, Sean","Ball St.","MAC",48,12,17,4,20,5
2014,"Griesinger, Cole","Ball St.","MAC",9,7,0,0,2,1
2014,"James, Jarrett","Ball St.","MAC",2,5,1,0,2,0
2014,"Kennedy, Sean","Ball St.","MAC",56,25,6,0,3,2
2014,"Maloney, Alex","Ball St.","MAC",35,24,6,0,6,3
2014,"Raleigh, Kyle","Ball St.","MAC",18,17,2,2,0,1
2014,"Spaulding, Ryan","Ball St.","MAC",42,36,3,0,2,1
2014,"Weir, T.J.","Ball St.","MAC",12,13,1,0,1,1
2015,"Brockhouse, Colin","Ball St.","MAC",14,8,1,0,2,0
2015,"Call, Alex","Ball St.","MAC",61,19,3,0,12,6
2015,"Devarie, Elbert","Ball St.","MAC",58,19,7,1,4,3
2015,"Eppers, Matt","Ball St.","MAC",35,16,2,0,16,6
2015,"Estep, Brandon","Ball St.","MAC",19,18,3,0,1,0
2015,"James, Jarrett","Ball St.","MAC",3,1,0,0,1,0
2015,"Kennedy, Sean","Ball St.","MAC",42,20,3,0,3,2
2015,"Maloney, Alex","Ball St.","MAC",38,23,1,0,6,2
2015,"Rindfleish, Jarett","Ball St.","MAC",42,29,10,3,0,2
2015,"Roberson, Mike","Ball St.","MAC",0,1,0,0,0,1
2015,"Spaulding, Ryan","Ball St.","MAC",42,20,5,0,5,2
2015,"Tyler, Scott","Ball St.","MAC",30,12,2,1,2,0
2016,"Alexander, CJ","Ball St.","MAC",8,2,2,0,1,0
2016,"Baisa, Roman","Ball St.","MAC",26,14,10,0,11,3
2016,"Brockhouse, Colin","Ball St.","MAC",15,7,2,0,0,2
2016,"Call, Alex","Ball St.","MAC",44,29,9,2,17,4
2016,"Eppers, Matt","Ball St.","MAC",36,24,2,0,9,7
2016,"Kennedy, Sean","Ball St.","MAC",38,27,2,0,2,3
2016,"Maloney, Alex","Ball St.","MAC",53,34,4,0,12,7
2016,"Plesac, Zach","Ball St.","MAC",8,5,2,0,0,2
2016,"Rindfleish, Jarett","Ball St.","MAC",35,32,17,0,1,0
2016,"Spaulding, Ryan","Ball St.","MAC",29,33,4,0,4,6
2016,"Stayton, Caleb","Ball St.","MAC",54,42,6,2,2,1
2016,"Tyler, Scott","Ball St.","MAC",10,15,1,0,1,0
2017,"Alexander, CJ","Ball St.","MAC",2,1,1,0,2,0
2017,"Baisa, Roman","Ball St.","MAC",42,27,2,0,9,6
2017,"Brockhouse, Colin","Ball St.","MAC",6,7,1,0,1,0
2017,"Eppers, Matt","Ball St.","MAC",51,24,3,0,9,1
2017,"Freed, Seth","Ball St.","MAC",34,19,7,1,2,1
2017,"Gunn, Joe","Ball St.","MAC",11,5,0,0,1,0
2017,"Hulecki, Griffin","Ball St.","MAC",26,18,2,0,1,2
2017,"Kennedy, Sean","Ball St.","MAC",46,20,3,0,1,2
2017,"Maloney, Alex","Ball St.","MAC",42,39,2,0,2,7
2017,"Milam, Zach","Ball St.","MAC",3,7,0,0,0,1
2017,"Riedel, Jeff","Ball St.","MAC",30,19,11,0,7,4
2018,"Baker, William","Ball St.","MAC",39,19,7,2,7,1
2018,"Brockhouse, Colin","Ball St.","MAC",40,29,6,0,3,0
2018,"Freed, Seth","Ball St.","MAC",37,14,11,0,10,3
2018,"Gazouski, Nolan","Ball St.","MAC",2,4,0,0,2,0
2018,"Hulecki, Griffin","Ball St.","MAC",49,35,6,0,4,6
2018,"Jameson, Drey","Ball St.","MAC",1,0,0,0,0,1
2018,"Kirkpatrick, Justin","Ball St.","MAC",29,17,6,0,7,4
2018,"Navarro, Noah","Ball St.","MAC",3,1,0,0,2,0
2018,"Powell, Noah","Ball St.","MAC",40,15,13,0,3,1
2018,"Riedel, Jeff","Ball St.","MAC",50,21,11,1,15,7
2018,"Sebby, Chase","Ball St.","MAC",37,28,17,0,2,1
2019,"Baker, William","Ball St.","MAC",47,13,6,0,7,8
2019,"Messina, Ross","Ball St.","MAC",38,22,5,1,5,3
2019,"Murphy, Mack","Ball St.","MAC",27,18,4,1,2,1
2019,"Navarro, Noah","Ball St.","MAC",29,16,2,1,7,5
2019,"Peltier, Ryan","Ball St.","MAC",16,6,0,0,3,1
2019,"Powell, Nick","Ball St.","MAC",4,8,0,0,0,1
2019,"Powell, Noah","Ball St.","MAC",23,24,8,0,4,1
2019,"Ricotta, John","Ball St.","MAC",41,22,5,2,0,1
2019,"Sebby, Chase","Ball St.","MAC",27,29,10,0,1,0
2019,"Simpson, Aaron","Ball St.","MAC",49,34,4,0,14,7
2013,"Brown, Logan","Baylor","Big 12",38,15,9,0,16,6
2013,"DalPorto, Steve","Baylor","Big 12",30,13,5,0,1,2
2013,"Doe, Brett","Baylor","Big 12",15,7,3,0,2,1
2013,"Langford, Lawton","Baylor","Big 12",45,34,10,2,7,3
2013,"Miller, Jake","Baylor","Big 12",44,15,1,0,4,2
2013,"Orf, Nathan","Baylor","Big 12",64,25,13,3,4,11
2013,"Porter, Grayson","Baylor","Big 12",25,14,3,0,3,0
2013,"Toth, Adam","Baylor","Big 12",40,18,5,2,18,4
2013,"Towey, Cal","Baylor","Big 12",38,36,14,2,10,2
2013,"Tunnell, West","Baylor","Big 12",2,4,0,0,3,0
2013,"Wendel, Duncan","Baylor","Big 12",28,9,1,0,1,0
2014,"Brown, Logan","Baylor","Big 12",29,6,4,0,8,5
2014,"Carl, Ben","Baylor","Big 12",10,2,3,0,0,1
2014,"Doe, Brett","Baylor","Big 12",27,17,9,0,2,0
2014,"Kelly, Lane","Baylor","Big 12",2,2,0,0,3,1
2014,"Langford, Lawton","Baylor","Big 12",33,35,5,0,6,5
2014,"Menard, Matt","Baylor","Big 12",22,16,1,0,1,3
2014,"Porter, Grayson","Baylor","Big 12",25,11,6,0,2,2
2014,"Sheppard, Darryn","Baylor","Big 12",17,13,6,0,6,1
2014,"Toth, Adam","Baylor","Big 12",48,10,4,1,13,5
2014,"Tunnell, West","Baylor","Big 12",17,13,1,0,9,1
2014,"Wendel, Duncan","Baylor","Big 12",31,15,6,0,2,1
2015,"Arrington, Justin","Baylor","Big 12",22,12,0,0,1,1
2015,"Brown, Logan","Baylor","Big 12",51,17,6,1,21,10
2015,"Ducoff, Jonathan","Baylor","Big 12",23,4,0,0,1,1
2015,"Esthay, Kameron","Baylor","Big 12",37,12,3,0,5,2
2015,"Gilcrease, Levi","Baylor","Big 12",14,6,0,0,2,2
2015,"Kelly, Lane","Baylor","Big 12",0,0,1,0,2,0
2015,"McLean, Steven","Baylor","Big 12",20,6,2,0,7,3
2015,"Menard, Matt","Baylor","Big 12",23,13,4,0,1,1
2015,"Ross, Hayden","Baylor","Big 12",13,8,2,0,6,2
2015,"Sabatini, Joe","Baylor","Big 12",3,4,1,0,0,1
2015,"Sheppard, Darryn","Baylor","Big 12",14,15,2,0,5,4
2015,"Toth, Adam","Baylor","Big 12",20,13,0,1,5,2
2015,"Tunnell, West","Baylor","Big 12",16,5,0,0,6,1
2015,"Wendel, Duncan","Baylor","Big 12",31,19,0,1,2,2
2016,"Arrington, Justin","Baylor","Big 12",38,9,0,0,0,1
2016,"Bissonette, Josh","Baylor","Big 12",31,29,5,0,1,3
2016,"Cunningham, Richard","Baylor","Big 12",32,19,11,1,3,1
2016,"Esthay, Kameron","Baylor","Big 12",41,19,0,0,2,0
2016,"Gilcrease, Levi","Baylor","Big 12",21,6,2,0,0,3
2016,"McLean, Steven","Baylor","Big 12",48,12,13,0,6,1
2016,"Raguse, T.J.","Baylor","Big 12",18,19,1,0,1,1
2016,"Sheppard, Darryn","Baylor","Big 12",40,13,4,0,1,0
2016,"Tunnell, West","Baylor","Big 12",8,2,1,0,0,1
2017,"Bissonette, Josh","Baylor","Big 12",41,26,2,0,2,0
2017,"Cascadden, Tucker","Baylor","Big 12",31,14,3,0,2,4
2017,"Cunningham, Richard","Baylor","Big 12",29,11,7,0,2,1
2017,"Esthay, Kameron","Baylor","Big 12",36,30,4,1,4,1
2017,"Gilcrease, Levi","Baylor","Big 12",7,8,2,0,0,1
2017,"Langeliers, Shea","Baylor","Big 12",40,24,3,1,1,3
2017,"McLean, Steven","Baylor","Big 12",31,14,2,0,1,4
2017,"Menard, Matt","Baylor","Big 12",52,18,6,2,4,0
2017,"Raguse, T.J.","Baylor","Big 12",39,31,1,2,7,2
2017,"Wendzel, Davis","Baylor","Big 12",29,30,4,0,0,2
